Review,Rating,Date
"Menurut pandangan saya, semua lembaga pemerintahan tidak maksimal membuat aplikasi pelayanan online untuk masyarakat. Hanya sekedar formalitas, ujung ujung nya tetap kita nyari jalan pintas. Karena buruknya server online di setiap lembaga.tapi beda dengan pelayanan dari swasta yang membuat suatu aplikasi, pasti sangat mudah di akses.",1,2022-04-02 15:39:19
"Selalu stuck di pemilihan jadwal, inti nya install aplikasi ini tdk berguna. Kuota selalu penuh mau kpn pun aplikasi ini dibuka, lokasi imigrasi jg tdk lgkp",1,2022-04-02 15:36:08
Aplikasi pemerintah mantap💯😀😀😀 Siapa yg buat ini aplikasi .. bisa kagak buat aplikasi nya ..Loading muter2 kagak jelas😂😂😂,1,2022-04-02 15:23:16
Aplikasi sangat lambat,1,2022-04-02 15:08:38
"Data sih rinci dan bagus, tapi lama banget, daftar 1 saja dari jam 19.00 sampai jam 22.00 Pilihan kota saja harus loading hampir 10 menit Buat dev bisa d follow up dan perbaikan bug nya jika ada bug",1,2022-04-02 15:06:26
Lemot...aktivasi saja ndak beres2...gimana mau daftar paspor...teknologi itu untuk mempermudah...ini malah bikin puyeng...,1,2022-04-02 14:59:42
Kenapa sih suka loading terus?minta saran nyah,1,2022-04-02 14:51:55
"saya sudah M-Paspor lemot sudah bayar bca 350.000 itu hilang ,saya rugi kesal M-paspor , ngapain mau M-Paspor bertia ! , hilang 350.000, aku tuna runggu kecwa m_paspor rugi 2 kali 700rb. Bagus malaysia paspor kasihan tuna runggu ,Free paspor malaysia mantap. indonesia semua biaya tuna runggu . Terima kasih",1,2022-04-02 13:29:24
Loading trz..gk bs daftar,1,2022-04-02 13:20:59
Loading terus .. GK ada kemajuan,1,2022-04-02 12:39:59
"parah, payah, susah, ribet,",1,2022-04-02 11:39:12
Kecewa sama aplikasi ini Udah bayar kok file pdf bukti pembayaran gak bisa didownload Terus nanti pas dateng ke imigrasinya gimana ya?tolong kasih solusinya,1,2022-04-02 11:34:40
Buset dah loading nya ga selesai selesai.,1,2022-04-02 09:55:30
"Sangat buruk, untuk masuk beranda butuh waktu lama, bahkan sering gagal",1,2022-04-02 09:41:50
Aplikasi Perlu banyak penyempurnaan..lemoot,2,2022-04-02 09:34:19
Masi eror sabar ya,1,2022-04-02 09:32:11
"Ga jelas, lemot",1,2022-04-02 09:26:48
"Sangat tidak membantu masyarakat... Kita ikuti dafar online. Tapi aplikasinya sjaa tidak mendukung. Tidak bisa di buka, lemot meski jaringan saya sudah super 5g! Berhasil tinggal pembayaran malah kode billing tidak bisa dibuka karna buffering terus. Mohon di perbaiki lagi aplikasi nya. Agar mempermudah masyarakat",1,2022-04-02 08:35:22
kalo blm siap untuk pembuatan aplikasi online jgn semua di sarankan pake aplikasi tp aplikasi nya sendiri msh mentah semakin lama semakin keliatan tolol nya pemerintahan ini tambah mempersulit aja,1,2022-04-02 08:34:27
Sinyal wifi full tapi loading terus,1,2022-04-02 08:26:55
lemot bgt,1,2022-04-02 07:51:03
"Aneh kuota hanya dibuka tiap jumat, kenapa tidak dibuka setiap hari saja nanti tinggal pilih tanggal. Sering error pula aplikasinya. Sudah beberapa minggu mau daftar gagal terus",1,2022-04-02 07:35:18
"Menyelesaikan masalah, dengan masalah. Mohon maaf, ini keluhan pengguna tidak ditanggapi kah? Dari pagi daftar sampai ashar error nih. Running timeout terus!",1,2022-04-02 07:29:29
Ini Aplikasi Minta Domain Email apa? Akun Email saya Gmail kok gak masuk2? Sudah buat email 2 kali gak masuk2? Server Eror terus. Ini lembaga penting kok aplikasinya kayak gini?,1,2022-04-02 07:15:08
"Loading terusss, bkin emosi",1,2022-04-02 07:10:04
"Terlalu cepat untuk otentikasi OTP, sehingga keburu expired kode nya. Belum sempat isi sudah expired",1,2022-04-02 07:05:02
kenapa loading terus saat buka aplikasinya,3,2022-04-02 06:57:21
Aplikasi gak guna mau registrasi dan login susahnya minta ampun,1,2022-04-02 06:15:12
Aplikasi Sampah !!! Loading ga selesai2,1,2022-04-02 05:34:32
Tolong aplikasi nya di perbaiki. Karena tiap kali loading ngak bisa padahal sinyal nya bagus.,1,2022-04-02 05:25:03
Loading lama bener,1,2022-04-02 04:51:27
"Lebih baik aplikasi layanan paspor online. Ini loading lama, pdhl internet kenceng",1,2022-04-02 04:23:07
"Sudah 3 hari saya akses aplikasi M-Paspor ini lelet terus,, sudah sukses daftar tapi tidak bisa keluar untuk bayar ke kantor pos, akhirnya kadaluarsa,, pusing jdinya",5,2022-04-02 03:30:08
Tlg diperbaiki lg aplikasi nya..terutama utk loading nya.,1,2022-04-02 03:27:31
"Aplikasi LAMBATTTTT, LOADING TERUS BUTUH BERJAM JAM CUMA BUAAT ISI DATA, APLIKASI ECEK2",1,2022-04-02 03:11:11
DIBUKA AJA SUSAH BANGET,1,2022-04-02 02:58:20
Tidak bisa daftar akun dan log in Padahal tidak ada kendala sinyal Kecewa,1,2022-04-02 02:58:03
antriannya pada kosong.gmn cr dftrnya klo ky gt!,1,2022-04-02 00:52:21
"App bug semua. 3hr coba ulang sampe OTP masuk, eh pas upload app mandek di hal 4 ga bs lanjut, cape banget bikin emosi. Baca2 review malah byk yg udah bayar tapi ditolak wwncr Krn ga bawa surat rekom, apalagi ini ya Tuhan...pdhl di app ga diminta upload.knapa sih dokumen penting kaya gini harus sulit dibuatnya,kalo blm siap digital jgn dipaksa.semua review di app ini jelek semua.harusnya berkaca.",1,2022-04-02 00:25:11
"Gimana ini Pak Agato selaku Dirsistik?? Koq semakin sulit aja masyarakat utk mengajukan permohonan paspor via aplikasi Mpaspor ini? Terlalu sering request time out, bisa Berjam jam bahkan berhari hari utk melanjutkannya... Blm siap dan mumpuni sepertinya server dan jaringannya. Lanjutkan....",1,2022-04-01 23:53:31
"Aplikasinya ngga bisa finish, udah sampe langkah 7/8 ngga bisa terus sampe draf gw banyak banget tapi ngga bisa terus",1,2022-04-01 23:50:28
"Bagi yang aplikasinya loading terus, coba upload dini hari. Apabila terjadi loading lagi (ngeroll aja) tekan tanda panah balik ke sebelumnya. Lalu coba lagi. Sy akhirnya bisa. Lega lah bisa dapat no. Antrian minggu depan. Buat IT aplikasi ini, tolong segera diperbaiki masalah yang seperti ini karena hampir semua pemohon mengeluh.",4,2022-04-01 21:13:34
Aplikasi gajelas,1,2022-04-01 18:19:35
Aplikasi sangat lelet sering eror mohon di benahi lagi dengan segera karena ini sarana publik dan pengurusan harus melalui online dulu tidak bisa langsung offline di tempat,1,2022-04-01 18:02:47
Ngrepoti,1,2022-04-01 17:25:07
Loading lama bgt woyy!!,1,2022-04-01 16:02:13
"Kenapa ya gabisa di instal padahal udah berhari-hari, masih saja tertunda",1,2022-04-01 15:40:36
"Aplikasi 💩💩💩 kalo belum sempurna ya jangan di pake persyaratan.. masa mau login aja gabisa, mending gausah deh pake onlen2, langsung ke kantor aja, risi gue tiap hari kudu bolak balik kantor ini malah antrinya disuruh via onlen, tp aplikasinya kek gini. Tolong di perbaiki dong, saya dr kmren gabisa login, ke kantor minta bantuan malah disuruh log in tengah malam. Udah login tengah malam sama aja gabisa. Duhh tolong pemerintah jgn persulit rakyatnya cuma mau ngurus ginian aja susah bgt 💩💩💩",1,2022-04-01 15:10:50
Ok..lama nya,5,2022-04-01 15:04:47
Aplikasi payah.. loadingnya lemot banget... udah capek2 ngisi.. waktu halaman ke 7 .. udah dapat tgl kedatangan.. pas klik iya setuju.. loadingnya lemot bgt.. dan setlh dpt email ktnya berhasil tapi harus bayar paling lambat jam 23.10 padahal saya selesainya jam 22.40..aneh banget.. batas pembayaran gak sampe 24 jam..,1,2022-04-01 15:03:03
"Rating 1,... Tapi belum terlihat tindakan perbaikan pembuat aplikasi... Bahkan tak ada satupun balasan untuk ulasan yg diberikan, sedang apa anda sebenarnya?😀, Ke kantor di suruh online! Daftar Online error' terus. Lalu yang dikantor imigrasi buat paspor untuk siapa? Anda sedang melayani siapa? Kami disini mengalami kesulitan. Coba dong solusinya, apa harus pake jasa calo?😔",1,2022-04-01 14:57:23
"Bukannya mempermudah, malah nambah bikin susah",1,2022-04-01 14:01:12
Pendaftaran wajib dg aplikasi tapi servernya g kuat. Sama saja bohong,1,2022-04-01 13:46:41
aplikasi apa ini? gak bisa diakses. padahal banyak yg ngeluh tp gak diperbaiki.,1,2022-04-01 13:34:49
"Aplikasi beban, bukanya lama banget , dan pembayaran sudah di bayar tapi belum masuk ke sistem aplikasi , kemana uang saya???",1,2022-04-01 13:30:27
lama loadingnya....lemot aplikasinya.....,3,2022-04-01 13:23:31
Wahai yg bikin aplikasi sebetul niat apa gk sih bikin aplikasi m paspor buat masuk aja lama dan susah kalau anda gk niat buat bikin m paspor ywdh gk usah bikun mempersulit aja sih coba sekali kalai di update aplikasi nya atau di apain kek ini buat masuk aja susah bnr,1,2022-04-01 13:16:15
"Susah masuk ke aplikasi dan loading terus, giliran sudah mendapatkan kode OTP dan lanjut untuk isi data malah loading terus stack di langkah 1 dan gak bisa lanjut ke langkah berikutnya. Aplikasi ini tidak membantu dan mempermudah pemohon pasport.",1,2022-04-01 12:50:24
"Dih lag nya parah,, wifi dirumah saya 50/mbps anjir",1,2022-04-01 11:55:49
"Sumpah lemot bgt ni aplikasi, ini aplikasi negara bukan sih?",1,2022-04-01 11:34:43
"Lawak, uang negara sebejibun, masalah server gk keurus, request timeout Mulu, mending offline aja dah.",1,2022-04-01 11:26:09
Bagus,5,2022-04-01 10:38:25
Kenapa mau ngajuin aja selalu ga bisa. Atau crash kadang lola dan error. Padahal butuh banget. Mau buat manual sudah dtg 2x tapi ttp harus pakai aplikasi,3,2022-04-01 10:34:04
"Google play store tolong hps aplikasi ini tidak berguna, ngebug terus",1,2022-04-01 09:55:46
"Aku bintang 1 dlu, soalnya sistem nya down terus, udah beberapa hari ini soalnya , jangan bisanya abisin anggaran aja dong, seenggaknya di wibesite disediakan form pendaftarannya, jangan hanya ngandelin app nya klo hasilnya buruk gini, sistem downterus lah",1,2022-04-01 09:54:47
Aplikasi terburuk yg pernah sy kenal!,1,2022-04-01 09:54:25
Loading mulu,1,2022-04-01 08:55:09
"Udah nunggu2 dibuka jadwal datang, pas tinggal pembayaran down teroooss.. sampe expired billing nya",1,2022-04-01 08:53:06
Kenapa ga bisa masuk aja ya ini aplikasi???,1,2022-04-01 08:49:19
Aplikasi merepotkan. Bukanny mempermudah prosesnya !!!!!,1,2022-04-01 08:44:17
Lemot gajelas,1,2022-04-01 08:43:43
Loading terlalu lama,1,2022-04-01 08:40:06
"Betul'betul cara pemerintah yg tidak masuk akal. Bgmn nasib orang2 yg tdk punya wifi dan jenis HP yg bagus,sedang masuk ke applikasi ini sangat sulit. Betul2 cara yg gila. Menyuburkan pegawai yg korup. Tolong dibenahi please 🙏",1,2022-04-01 08:37:53
Gagal mulu loginnya,2,2022-04-01 08:30:59
Engga bisa daftar gimanasih,1,2022-04-01 08:23:56
Mau peranjangn aja susah.. Ampe skng online antrian di bdg ga buka aja.. Ini gimna sih aplikasi... Ga guna,1,2022-04-01 08:23:51
Kok susah untuk login ya.,1,2022-04-01 08:13:21
RTO terus,1,2022-04-01 08:09:03
"Tidak bisa log in di saat akan ambil jadwal antrean, sangat buruk",1,2022-04-01 07:51:27
"Entah apa gunanya aplikasi ini. Mengunduh data lama dan banyak, saat sudah selesai, mau ambil jadwal yg ditentukan hanya buka setiap hati jumat, aplikasi erorrrrrrrr!!!! Kalau tidak siap dengan aplikasi jangan maksa!!!! Ngabisin waktu buat isi data",1,2022-04-01 07:43:39
"Aplikasi sampah, dr msk loadinggggggg terossssss tp ga ada hasilnya PARAH BANGET! Msh mending yg versi lama, udh diupdate makin prh!",1,2022-04-01 07:17:31
Sekelas negara aplikasi aja kyk taekk!! Time out trs dari kmrn2,1,2022-04-01 07:17:19
Payah,1,2022-04-01 07:16:36
"Tolong lah di prbaiki apk ny, setiap hari H pasti ndk bisa masuk login. Gmna sh... Saya udh brpa x gagal buat prpnjng pspor. Apa harus pakai org dlm baru biaa cepat ngurus ny?",1,2022-04-01 07:11:08
"Mohon diperbaiki, sering loading dan susah masuk ke aplikasi",1,2022-04-01 07:08:00
"Susah masuknya, lebih baik manual biasa aja deh, itulah kualitas bangsa ini. Sadar aja lembaga pemerintah, kagak bisa menggunakan teknologi",1,2022-04-01 06:50:07
"Kesulitan untuk login dan melakukan pendaftaran. Bagaimana Indonesia bisa terlepas dari PRAKTEK CALO kalau semua sistemnya di persulit. Mengalihkan semua proses ke sistem, tapi sistem belum siap. Tidak memberikan solusi dan pilihan lain. Ya sudah calooo berkeliaran.. Kasian yang ekonominya pas2an apa2 dipersulit.",1,2022-04-01 06:47:19
Gk bisa dipake.. kode otp udah dapat.. tpi gk bisa pke kode otp nya.. ampe bgitu trus ulang2 ttap gk bisa daftar..,1,2022-04-01 06:28:57
"Mau buat passport, dr install aplikasi sampai isi data langkah ke 4, ga maju2 ke langkag berikut nya, selalu "" request time out, try again"" dari batre hape 80% sampe 20% blm bisa ke langkah 5, padahal internet di kantor sy sekita 100mbps..... kirain aplikasi mempermudah rakyat tp malah nyusahin",1,2022-04-01 06:06:47
Jadwal pendaftaran penuh trus. Sedangkan kita tidak di kasi jauh jauh hari untuk memilih tanggal pembuatan paspor. Dan ini aplikasi juga masuk ny susah sekali .,1,2022-04-01 05:53:11
Aplikasi gk guna,1,2022-04-01 05:48:31
Knpa si susah bnget mau daftar atu loging,1,2022-04-01 05:41:56
Woooyyy benerin aplikasinya error request time mulu. IT nya jangan makan gaji buta benerin woooyyyy..... Kasian yang didaerah mau urus surat surat kagak bisa. Error mulu,1,2022-04-01 05:06:26
"Jelek banget apk nya, daftarin 1 orang aja sampe 1 jam lebih gimana kalo satu keluarga 6-7 orang? Tolong dong apk semacam ini dibenahi dulu.",1,2022-04-01 04:59:17
"Setelah download kemudian buat akun, setelah buat akun pada saat verifikasi kode OTP muncul notif""server error:kode OTP yang dimasukkan tidak valid, hampir sehari belum bisa dilanjutkan. Aplikasi ini apakah untuk mempersulit atau untuk mempermudah sebenarnya..",1,2022-04-01 04:46:37
Aplikasi SAMPAH,1,2022-04-01 04:32:44
Tolong ini apk lemot bgt!,1,2022-04-01 04:22:25
kalo blm siap online mending offline aja,1,2022-04-01 04:19:53
Ga bs buka app,1,2022-04-01 04:10:21
Server always request time out..,1,2022-04-01 03:53:48
Sekarang malah gak bs login. Dari kmrn udah coba reinstall . Tetep aja gak bs login. Muter2 gak jelas ni aplikasi. Benerin dulu server nya ..aplikasi baru tapi gak bs dipake. Hadeh,1,2022-04-01 03:50:50
Payah lah. Eror mulu,1,2022-04-01 03:11:10
"Server down, lemot sekali, tolong spwk servernya ditingkatkan demi pelayanan publik lebih baik",1,2022-04-01 02:48:04
"Sangat tidak membantu,, hampir semua hal yang saya keluhkan telah disampaikan oleh pengguna"" lain yg sudah terlebih dahulu mencoba aplikasi ini Tolong untuk tim pengembang dan pemerintah terkait, mohon segera perbaiki masah ini",1,2022-04-01 02:43:28
Ini apakah aplikasi resmi imigrasi kah ? Jika emang seharusnya punya bagian untuk maintenance aplikasi dan bisa jawab keluhan bukan malah dibiarkan yg mengeluh tanpa solusi....apalagi ada dana g bisa refund. Sayapun birojasa yg ngurus begini jadi kasian juga dengan yg mengeluh tanpa solusi....ayolah jangan buat rakyat menderita terus.,1,2022-04-01 02:37:28
"Tujuan pembuatan Aplikasi sangat bagus TAPI sangat disayangkan aplikasi tidak bisa digunakan (ERROR) , Datang langsung ke Imigrasi sudah tidak bisa. SOLUSI nya pake CALO (Kenapa Calo bisa ya?) Jadi bukan untuk mempermudah dan lebih transparan tapi lebih mengarah ke UUD (Ujung-Ujungnya Duit) 😅😅😅😅",1,2022-04-01 02:17:42
Apk nya sangat buruk sering erorr. Sangat menyulitkan pelayanan . Dan yg buat ngerugiin kita ialah ktika kt sdah d kntor cabang truss mau download srt. Pengantarnya dan kebetulan apk nya sering erorr kt gak bisa ngapa ngapain dan harus kembali lg,1,2022-04-01 02:16:37
lemot bgt aplikasinya,1,2022-04-01 02:08:46
Kecewa,1,2022-04-01 01:52:47
Aplikasi ga bermutu,1,2022-04-01 01:48:57
Aplikasinya kok gk bisa buka Kmrin bisa buka tapi udh daftar gk ad jadwal kedatangan nya,1,2022-04-01 01:48:35
"Susah masuknya, waktu coba di subuh hari bisa tp pas milih waktu kedatangan tdk bisa klik tanggal. Diperbaiki lg dong",1,2022-04-01 01:45:16
Kok susah masuk ya. IT nya tlg update systemya,1,2022-04-01 01:44:29
"Proses membuka aplikasi ini sangat lambat, butuh lebih dari 3 menit hanya untuk membuka, antar menu untuk membukanya juga sangat lambat. Sering sampai time out dan lgsg keluar dari aplikasi & harus ulang dari awal lagi. Mohon untuk diperbaiki lagi agar lebih user friendly.",1,2022-04-01 01:27:18
Loading untuk pengisian datanya sangan lama / lemot.,1,2022-04-01 01:26:47
Aplikasi zooooonk,1,2022-04-01 01:26:22
"Pemprosesan aplikasi lama banget, smua tahapan serba loading. Utk kode otp aja coba 10 kali bru bisa kedftar masuk beranda. Harap kedepannya sistem bisa lebih di upgrade",1,2022-04-01 01:01:38
Applikasi yang sangat tidak siap.. serba lambat dan lemot ngalahin film slow motion..,1,2022-04-01 00:44:36
Loading muluu.. UUD ini mah,1,2022-04-01 00:34:59
"Gak bisa daftar akun, gak bisa login, nomor verifikasi yg kirim ke email gak bisa dimasukin, katanya error momor verifikasi gak sesuai, hadeeeuh!!!",1,2022-04-01 00:04:48
Aq pusing ama apk ini...capek akutuh isi panjang lebar dan tinggi..giliran cari tanggal dan kantor eror terus..bikin naik darah turun bero..trs ini nunggu sampai kapan biar ga eror lagi..udah log out..log in lg tetep aja mutar muter kaya orang kena oyot mimang..ga ada kelarnya haduuhhh,1,2022-03-31 16:14:33
"knapa saya ga bisa masuk ya, loading terus padahal kuota saya banyak, tolong penjelasan nya min,",5,2022-03-31 16:04:48
"Saat selesai pilih jadwal kedatangan,tiba2 aplikasi loading dan tidak bisa dibuka, tapi ngga lama ada email masuk konfirmasi pembayaran, setelah dibayarkan ternyata jadwal yg keluar tidak sesuai dengan pilihan, dan aplikasi pun tetap loading gak bisa masuk. Sangat disayangkan aplikasi dibuat namun gak maksimal dan bikin susah.",1,2022-03-31 15:46:04
Susaaaaaaaah sekaliiii,1,2022-03-31 15:26:21
Luemot buanget....,2,2022-03-31 15:25:50
Ribet,1,2022-03-31 15:24:01
"Cape bangett yawllah make apk ini, udh bayar padahal 350 tapi di apk tulisan nya masih menunggu pembayaran, trs apk nya sedikit sedikit loading, pleaseee laahh perbaikinnn",2,2022-03-31 14:21:45
Aplikasinya terlalu lelet tolong di setting,1,2022-03-31 14:21:38
Aplikasi yang masih tahap awal banget. Sebaiknya diperbaiki dulu saja dan pindah ke cara lain sepertiantrian offline ataupun antrian website dihidupkan kembali,1,2022-03-31 14:13:36
Aplikasi eror terus.,1,2022-03-31 13:33:46
Susah aplikasinya nggak bagus lemot,1,2022-03-31 12:42:33
"Gak manfaat, cuma bikin naik darah aja... Udah ngisi data, upload dokumen, tiba2 halaman hilang sendiri",1,2022-03-31 11:49:19
"Apa yang salah dengan aplikasi ini, setiap hari kerja dari pagi sampai sore login lamanya minta ampun, pas masuk kuota penuh,,",1,2022-03-31 11:49:14
Parah aplikasi negara loading mulu.. time out mulu.. udah bayar sesuai biling malah tidak diverivikasi,1,2022-03-31 11:21:58
Lemottttttttttttt,1,2022-03-31 11:20:05
"Setelah daftar harus aktivasi via email, tp link aktivasi via emailnya tidak ada. Cek di web site tidak ada yg membahas itu. Satu lagi kinerja sistem pemerintah yang minus. Apps ini menggunakan anggaran negara dibuatnya, dan saya yakin anggarannya besar, tapi kualitas kalah jauh jika dibandingkan apps dari start-up kemarin sore. Shame on you, you piece of s***. Ujung2 nya dipaksa memakai jalur calo, rupanya ini hanya gimmick mengejar jargon go digital 2.0. Biji.",1,2022-03-31 10:57:50
Lambat.,1,2022-03-31 10:40:08
Aplikasi harus secepatnya di maintain soalnya lemot banget mau daftar paspor gagal terus,1,2022-03-31 10:17:18
"Aplikasi sampah, Tiada guna donlot tetep aja antri datang, lebih baik langsung saja ke kantor atau lewat calo.. Jika pilihannya cuman dua : . A. Lewat aplikasi sampah B. Lewat calo. Pilih calooo ajaa .",1,2022-03-31 09:48:19
"Sungguh aplikasi yg bikin emosi saja, saat sdh waktunya dekat mau pembukaan kuota, ini aplikasi malah error, buka jauh2 hari lancar, tapi kuota nihil.. Yg bikin dodol benar ya ini.. Balik saja ke sistem lama jika blm siap online deh...👎👎👎👎👎👎👎👎👎👎👎👎",1,2022-03-31 09:31:05
Gak nyangka aplikasi milik negara kualitasnya abal2...lemot luar biasa gaessss,1,2022-03-31 09:22:35
"SANGAT KECEWA SAMA APLIKASI INI, waktu log in hanya loading saja padahal sinyal tidak ada kendala sama sekali untuk aplikasi lain, sampai2 membuka dengan 4 hp berbeda karena mgkn ada masalah pada perangkat yang dipakai, dan hasilnya semua sama hanya loading semua, benar2 mengecewakan dan aplikasi ini bukan solusi, mana tiba2 keluar sendiri",1,2022-03-31 09:00:08
"Parah aplikasi bukannya membantu malah bikin emosi !!! Lemot dan bener"" tidak mensupport, APLIKASI TIDAK MEMBANTU.",1,2022-03-31 08:46:40
Good,5,2022-03-31 08:29:33
"Aplikasi gak guna , pelayanan yang buang"" waktu pikiran dan tenaga . Sekelas birokrasi pemerintahan pelayanan tidak mencerminkan sikap pelayanan yang baik dan efisien Mohon dihapus saja atau tidak diadakan sama sekali untuk pelayanan online",1,2022-03-31 08:26:47
"Aplikasi konyol, request time out terus katanya mempermudah nyatanya mempersulit",1,2022-03-31 08:04:45
Aplikasi terburuk yg pernah ada. Mending jgm buat aplikasi kalo gk mampu. Malu2 in institusi negara,1,2022-03-31 07:51:45
Hapus aja aplikasinya gk guna,1,2022-03-31 07:42:36
"sangat tidak membantu. aplikasinya tidak praktis. request time out terus. sudah isi persyaratan banyak saat pilih tanggal selalu tidak tersedia. tolong dibuat lebih simple. Tolong di develop lagi productnya. kalau aplikasi belum bagus dan mendukung, pendaftar tidak usah diarahkan daftar melalui online. sudah berapa banyak yg kasih bintang 1 tapi tidak ada perbaikan",1,2022-03-31 07:33:33
Aplikasi tak berguna. Time out trus... Aplikasi yang cm habiskan anggaran tanpa ada manfaat yang berarti,1,2022-03-31 07:17:53
Kouta selalu penuh.,1,2022-03-31 07:10:42
"Apl penuh bug, sekelas BUMN lho padahal",1,2022-03-31 07:02:34
Utk registrasi log in saja susah banget ya.. Pls deh dimaintanance system nya........ Awalnya banyak berharap ada kemudahan dengan kemajuan teknologi ini.. Tp akhirnya daku kecewa 😭😭😭,1,2022-03-31 07:00:22
Aplikasinya lemot banget ... ga bisa lanjut ..mempersulit aja! pk antrian di tempat lah kalo blm siap..,1,2022-03-31 06:38:23
"Sebetulnya aplikasi ini bagus mengajak masyarakat jadi lebih tau teknologi, cuman gara2 aplikasi ini saya harus mengeluarkan uang 2x lipat dari harga pembayaran pasport biasa. Saya dapet email dari akun resmi dengan 2 kode biling pembayaran yg berbeda. Udh gitu pembayaran yg udh dilakukan ga bisa di kembalikan. Tolong diperbaiki aplikasinya, mungkin bisa di ubah setelah wawancara baru masuk ke tahap pembayaran",2,2022-03-31 06:29:28
Appsnya lemot banget,1,2022-03-31 06:25:25
"Aplikasi gk jelas, bikin akun aja susah, kode otp pas di pakai gk bisa, ribet",1,2022-03-31 06:05:23
Lemot parah,1,2022-03-31 05:06:03
Aplikasi ini berbayar,1,2022-03-31 04:51:37
Kalah sama aplikasi judi online aplikasi negara ko kaya gini,1,2022-03-31 04:48:30
Loadingnya cepat banget :) Semoga segera diperbaiki,1,2022-03-31 04:25:06
Aplikasi ampas,1,2022-03-31 03:52:27
Aplikasi ampas,1,2022-03-31 03:39:38
SERVERNYA TOLONG DI BENERIN KAK !!! AMPAS BENERR,1,2022-03-31 03:15:24
"oh jadi kesini habis nya pajak orang tua saya, aplikasi ga jelas error loading aja terus",1,2022-03-31 02:55:42
"Ternyata bukan aku aja yg ngalami. Pas uda halaman ke 8 eror di suruh ngulang lagi. Uda capek2 ngisi, langsung datang ke imigrasi disuruh daftar online dlu, tp aplikasi nya eror gini gimana sih??????? Dipersulit x pulak, data segala macam uda lengkap, tah apa aja",1,2022-03-31 02:52:20
"Payah gak bisa sampai tahap akhir kalender gak di buka padahal udah ditungguin dari tgl 30, 31 Maret. Jam 07.30 - 09.00 pagi kalender di lock, pas jam 9.30 tau2 yg wilayah kelapa gading udah hilang. Wilayah Priok dll kalender msh di lock. Kl pagi seringan jaringan lama muter terus. Gak ada kejelasan jam berapa dibuka utk pilih tanggal. Tolong diperhatikan agar aplikasi bisa membantu masyarakat. Tq",1,2022-03-31 02:39:46
Error terusss,1,2022-03-31 00:04:22
"Aplikasi gak jelas masih banyak bug/eror, inovasinya online tetapi aplikasi hanya mementingkan tampilan atau UI sementara di lapangan dengan aplikasi beda, kalau memang masih tahap uji coba di sempurnakan terlebih dahulu🤣🤣🤣",1,2022-03-30 22:38:31
Terlalu bertele tele mending manual seperti dulu bagi orang tua yg tidak paham sangat sulit.dan uang yg sudah di bayar tidak bisa di ambil kembali sangat menyusahkan masyarakat.klo pun tidak semua manual tapi alangkah baiknya di sediakan manual juga jadi masyarakat tinggal pilih mau manual apa online cara daftarnya.,1,2022-03-30 21:30:42
"Kenapan gak bosa polih tgl,,payah nih",1,2022-03-30 15:29:50
"Tidak bisa input provinsi, kabupaten, kecamatan dan kode pos. Sudah dicoba berkali-kali tapi tidak muncul pilihannya.",1,2022-03-30 13:00:07
Cacat,1,2022-03-30 07:18:28
"Sering error, lama, cacat",1,2022-03-30 06:23:59
"Aplikasi gak berguna disuru pilih tanggal gal ada yg kosong , lapor ke sekurity di arahakan ke calo , dasar mata duitan",1,2022-03-30 06:03:58
"Muter doank, ga bisa2 gak macam aplikasi yg dulu.jelek",1,2022-03-30 03:19:45
Dijaman pak jokowi ini kok makin sulit sih Masak mau buat pasport ada harus ada surat rekomendasi dari depnaker Ada2 aja,1,2022-03-30 02:15:56
Saya mau tanya apakah bisa kalau mau perpanjang pasport dari pasport biasa mau di ganti ke pasport E Pasport ?? syaratnya apa aja ?? Tolong di balas,5,2022-03-30 01:19:35
"Aplikasi stuck di pemilihan kantor imigrasi. Lebih baik diperbaiki aplikasinya, disingkronkan dengan peratuan real dan gak terlalu banyak buzzer buat bintang 5 kan aplikasi",1,2022-03-29 20:18:58
Ketika d tahap 7 suruh milih tgl kedatangan tp tgl ya g dibuka ... Jd g bsa registrasi. Sungguh buang2 waktu. Idenya sudah bagus tp apakah benar2 niat untuk mempermudah masyarakat?. Sepertinya tidak ..,1,2022-03-29 15:23:59
"Aplikasi buruk tidak berguna, bagusan aplikasi yg dulu, bayarnya selesai sesi foto dan wawancara, mosok duit rakyat mau dirampik terus",1,2022-03-29 12:35:25
Busettt.... Ni aplikasi napa dah dh di daftar smua ehhhh... Malah loading mulu pas masukkk Kurasa masi prlu di tingkatkan lagi aplikasi ini,1,2022-03-29 07:52:59
Aplikasi gak jelas. Error. 2 hari gak bisa log in. Katanya mau online tp sistemnya sangat susah.,1,2022-03-29 07:07:19
Ini aplikasi di update gak sih,1,2022-03-29 06:36:57
Ini aplikasi koq ga bisa dibuka ya....jd bingung gmn hrs perpanjang passport .. apakah bisa dtg langsung ke ktr immigrasi ?,1,2022-03-29 06:24:39
"Aplikasi yang sangat membantu, sekarang urus paspor tanpa antri subuh2, yang penting semua berkas sdh lengkap, datang tinggal pemeriksaan berkas, wawancara dan foto. Very nice 👍👍👍👍👍",5,2022-03-29 03:18:36
Mempermuda saya untuk mendaftar,5,2022-03-29 02:23:18
"Download app ny biasa, pas mau pengajuan/proses susah ny luar biasa. halaman awal blank gk nampak apa²,loading muter² kaya baling² dora emon",1,2022-03-29 02:04:26
