Review,Rating,Date,Translated_Review
"Ternyata aplikasi ini hanya permainan, mau kek manapun orang awam gk bisa akses apk ini, ada kode rahasia yang dikirim baru berkas kita dpt diterima, yg tau kode rahasianya ya calo. Calo2 bersekongkol dgn orang kantor, tugas calo adalah mencari konsumen. Paspor biasa 350ribu jadi 1,5juta b4ngsat!!!!",1,2022-10-31 14:10:23,"It turns out that this application is just a game, no matter how ordinary people can't access this apk, there is a secret code that is sent before our files can be accepted, the ones who know the secret code are the brokers. Brokers collude with office workers, the broker's job is to find consumers. An ordinary passport of 350 thousand becomes 1.5 million, wow!!!!"
Kalau ada yg susah kenapa harus mudah!!!!,1,2022-10-31 14:10:19,"If something is difficult, why should it be easy!!!!"
sangat not recomended loading lama + gagal terus isinya,1,2022-10-31 13:42:45,"Very not recommended, long loading time + contents keep failing"
Loading nya lamaaaa,2,2022-10-31 13:31:58,Loading is slow
"Aplikasi tidak berjalan dengan baik, tolong diperbaiki dengan baik",1,2022-10-31 13:25:35,"The application is not working properly, please fix it properly"
"Lelet bngt lelet, kebmykan makan gaji buta nih developernye",1,2022-10-31 13:21:52,"It's very lazy, most of the developers are blindly paid"
Aplikasi ini punya Dirjen imigrasi bukan sih ? kok lemotnya minta ampun...sampe emosi daftar loading terus,1,2022-10-31 13:13:51,"This application belongs to the Directorate General of Immigration, right? Why is it so slow... I get emotional when the registration keeps loading"
Gak jelas aplikasinya,1,2022-10-31 13:06:07,The application is not clear
Lemot ta lemot bgt,2,2022-10-31 12:58:35,Very slow
Perbaiki lg sistemnya,1,2022-10-31 12:58:21,Fix the system again
"aplikasinya di upgrade lagi donk, lemooottt banget buat orang emosi karena muter2 terus padahal sinal bagus",1,2022-10-31 12:55:50,"Please upgrade the application again, it's so slow that it makes people emotional because it keeps going round and round even though the signal is good"
Aplikasinya loading luar biasa.... Mohon untuk pihak yang terkait bisa membuat aplikasi menjadi lebih cepat dan tidak lelet.. Buka beranda lelet apalagi yang lain.. 😂😂✌✌,1,2022-10-31 12:37:43,"The application is loading incredibly.... Please for the related parties to make the application faster and not slow.. Opening the homepage is slow, let alone the others.. 😂😂✌✌"
Muter muter terus,1,2022-10-31 12:23:25,Keep playing
"Sangat lemot sekali aplikasi ini, tolong di perbaiki !!!",1,2022-10-31 12:22:51,"This application is very slow, please fix it!!!"
Ini macem mana mau daftar kalo lemotnya ngalahin siput,1,2022-10-31 12:16:08,How can you register if it's as slow as a snail?
"PARAHHHJ BANGETTTT...!!! seharusnya pemerintah bisa lebih baik dalam pelayanan untuk masyarakat, PERCUMA kalau punya apkikasi kayak gini..! TOLONG DIPERHATIKAN KEMBALI",1,2022-10-31 12:11:30,"SO VERY SERIOUS...!!! The government should be able to provide better services to the public, it's USELESS to have an application like this..! PLEASE REVIEW IT AGAIN"
Baru tahap awal sudah lalot bukan main SEBENARNYA PEMERINTAH SERIUS NGGA SIH ?!,1,2022-10-31 12:00:57,It's only the initial stage and it's already so slow. IS THE GOVERNMENT ACTUALLY SERIOUS OR NOT?!
"Udah seminggu ini aplikasi M-Paspor ngak bisa di gunain , mau daftar malah reques time out , untuk developer tolong segera di perbaiki karna kalau tidak melalui aplikasi kita ngak bisa untuk mengurus paspor ke kantor imigrasi",3,2022-10-31 11:59:29,"For the past week, the M-Passport application cannot be used, when I want to register, it requests a time out. For developers, please fix this immediately because if we don't use the application, we won't be able to process passports at the immigration office."
"Tolonglah, dana pemerintah untuk pengembangan software di perbaiki, koneksi sangat leg,belikan CPU server biar bisa stabil. Jangan pake pc biasa yang masih intel core duo. Pesyaratan sangat rumit,datang ke kantor hrus pake aplikasi,sedangkan aplikasi lemot.",1,2022-10-31 11:50:54,"Please, fix the government's funds for software development, the connection is very slow, buy a server CPU so it can be stable. Don't use a regular PC that is still an Intel Core Duo. The requirements are very complicated, coming to the office must use the application, while the application is slow."
Tiap upload gagal terus,1,2022-10-31 11:46:40,Every upload keeps failing
"Saya gatau developer aplikasi ini orang apa, berasal dari mana. Tapi yang pasti seburuk-buruknya aplikasi ya ini. Dari mulai page awal asli lemotnya bisa hampir 1 jam.udah gitu page error. Tolong developernya di asah lagi skillnya kalo mau bikin aplikasi. Membantu ga. Nyusahin iya. Aplikasi SAMPAH!!",1,2022-10-31 11:32:02,"I don't know who the developer of this application is, where he comes from. But what is certain is that this is the worst application. From the original home page, it is slow, it can take almost 1 hour. Then there is a page error. Please, developers, sharpen their skills if they want to make applications. Helpful, no. Troublesome, yes. GARBAGE application!!"
Katanya makin mudah aplikasi jelek gitu error mulu,1,2022-10-31 10:53:38,They say it's getting easier and the application is bad and always gives errors
Aplikasi yang belum ready untuk release. Request ke server untuk pendaftaran saja lama sekali,1,2022-10-31 10:42:56,The application is not ready for release. Requests to the server for registration alone take a long time.
"Kemarin lancar sampe tujuan buat paspor, eh sekarang masukin pemohon aja time out. Taikkkk",1,2022-10-31 10:25:45,"Yesterday went smoothly until the purpose of making a passport, now enter the applicant and time out. Taikkkk"
"Bikin aplikasi bukan mempermudah malah mempersulit ,",1,2022-10-31 10:02:32,"Making applications doesn't make things easier, it makes things more difficult."
Verifikasi dari pagi sampe sore tetap eror,1,2022-10-31 10:02:24,Verification from morning to evening still error
tolong dong perbaiki kinerja apk nya saya sangat sulit untuk upload data guna mengajukan paspor,5,2022-10-31 09:53:26,"Please fix the performance of the apk, it is very difficult for me to upload data to apply for a passport."
CAPEK BANGET NUNGGU LOADINGNYA DEMI ALLAH!!!,1,2022-10-31 09:27:45,"SO TIRED WAITING FOR THE LOADING, FOR GOD'S SAKE!!!"
Ngebug nya lama bgt,1,2022-10-31 09:12:42,It took a really long time to debug
"Harus daftar online dulu? pendaftarannya saja belum efektif masih banyak yang kurang, menghambat waktu",1,2022-10-31 08:55:14,"Have to register online first? The registration itself is not effective, there are still many things missing, delaying time."
"SUNGGUH TERLALU, INI APK MENYULITKAN. SY KSH BINTANG 5 BIAR DIPERBAIKI",5,2022-10-31 08:54:06,"THIS IS SO MUCH, THIS APK IS DIFFICULT. I GIVE IT 5 STARS SO IT CAN BE FIXED"
"Mbulet sampai jelek, daftar online ga beres habisin waktu",1,2022-10-31 08:50:17,"It's so convoluted that it's ugly, online registration is not complete and wastes time."
"Tolong lah apk nya lemot amat, mau daftar aja email ga valid mulu terus udh buka apk nya bener bener lemot banyakan ""request time out""",1,2022-10-31 08:43:39,"Please help, the app is really slow, I just want to register and the email is always invalid, then when I open the app it's really slow and it keeps saying ""request time out"""
Semenjak di update aplikasi menjadi lambat loadingnya,1,2022-10-31 08:40:56,Since the update the application has become slow to load
Untuk daftar dan masuk k aplikasinya sangat lambat.. Untuk masuk k otp nya hanya 20 detik masuk k email kirim ulang otp..,1,2022-10-31 08:36:16,"To register and log in to the application is very slow. To enter the OTP, it only takes 20 seconds to enter the email and resend the OTP."
super lemottt lelettt,1,2022-10-31 08:27:04,super lemottt lelettt
Aplikasi ini sangat lama tidak merespon respon,1,2022-10-31 08:20:48,This application is very slow to respond
Loading sangat aplikasinya kenapa ini tolong diperbaiki segera.,1,2022-10-31 08:09:50,"The application is loading very slowly, why is this? Please fix it immediately."
"Aplikasi parah mau daftar aja 3hari 3malam g bisa masuk email slah, no tlpn dah digunakan dah ganti masih aja sama,server eror, lemot, parah parah bgt sumpah bnr2x aplikasi g jelas, apa harus banting HP dl baru bisa masuk ke aplikasi",1,2022-10-31 08:08:31,"The application is terrible, I just want to register, it takes 3 days and 3 nights and I can't log in, the email is wrong, the phone number has been used and changed, it's still the same, the server error, it's slow, it's really terrible, I swear the application is really unclear, do I have to throw my cellphone first before I can enter the application?"
"Aplikasi apaan ini lemot banget,gak praktis sama sekali, lebih di arahkan ke calo untuk apk ini 😆",1,2022-10-31 08:02:08,"What is this application? It's so slow, not practical at all, it's more directed at brokers for this apk 😆"
Bikin aplikasi seperti nga niat,1,2022-10-31 07:33:02,Make an application like you didn't mean to
Tidak membantu sama sekali,1,2022-10-31 07:30:33,Not helpful at all
Silakan baca ulasan yg kasih bintang satu...mereka berkata benar.,1,2022-10-31 07:08:18,Please read the reviews that give one star...they are telling the truth.
Lemot banget,1,2022-10-31 07:07:26,Very slow
"masih bapuk, eror terus",1,2022-10-31 07:01:00,"still sick, error continues"
"di tinjau dari ulasan berbagai komentar pengguna lainnya ternyata gejala dan kendalanya sama. HANYA SAJA SAYA LEBIH SIAL, SAMPAI GONTA GANTI PROVIDER KARNA SAYA KIRA JARINGAN YANG BURUK, BERHARAP ADA KEJELASAN SAYA SAMBANGI KANIM NYA LANGSUNG CURHAT DENGAN CS NYA MALAH DI JAWAB KOK ORG LAIN BISA , SAYA SURUH TOLONG DAFTARKAN MALAH PLINGAK PLINGUK,BUKAN APLIKASI YG TIDAK BEKERJA DENGAN BAIK,PILIHAN NYA OTORITAS NYA MAU MEMBENAHI SUPAYA LEBIH BAIK ATAU TIDAK! INFO JALAN TOL YG RAMAI LANCAR DIMANA?",1,2022-10-31 06:51:31,"reviewed from the reviews of various other user comments, it turns out that the symptoms and obstacles are the same. IT'S JUST THAT I'M MORE UNLUCKY, TO THE EXTENT OF CHANGING PROVIDERS BECAUSE I THOUGHT THE NETWORK WAS BAD, HOPING FOR CLARITY I VISITED THE IMIM OFFICE DIRECTLY AND CONFUSED WITH THE CS, THEN THE REPLY WAS HOW OTHER PEOPLE CAN DO IT, I ASKED YOU TO PLEASE REGISTER, BUT THEY DID NOT WORK WELL, IT'S NOT THE APPLICATION THAT DOESN'T WORK PROPERLY, THE CHOICE IS WHETHER THE AUTHORITY WANTS TO FIX IT SO THAT IT'S BETTER OR NOT! WHERE IS THE TOLL ROAD THAT IS BUSY AND SMOOTH?"
Aplikasi online yang seharusnya membantu mempercepat tapi ini malah sangat memperlambat .. uang rakyat apbn cuma di buat aplikasi sampah,1,2022-10-31 06:39:17,Online applications that are supposed to help speed things up but instead slow things down a lot... people's money is just used to make trash applications.
Bikin emosi eror mulu dan lemot,1,2022-10-31 06:33:24,Makes emotions error all the time and slow
"Aplikasi cacat, login aja susah setengah mati",1,2022-10-31 06:06:38,"The application is flawed, logging in is so hard it's almost to death"
"Aplikasi belum siap tp sudah di publish Harus punya kesabaran yg ekstra kalau mau gunakan aplikasi ini, udah sebulan ini buat nentuin tanggal kedatangan aja ga bisa bisa sampai skrg",1,2022-10-31 06:02:54,The application is not ready yet but has been published. You have to have extra patience if you want to use this application. It's been a month and I haven't been able to determine the arrival date until now.
Cepat dan Mudah,5,2022-10-31 05:58:26,Quick and Easy
Badd lemot poll.bikin emosi,1,2022-10-31 05:53:13,Badd slow poll.make emotions
"Gimana sih ini bikin aplikasinya sebenernya? Kalo confident bikin aplikasi tolong pastikan penggunaannya lebih mempermudah & tidak menyulitkan dan PROSESNYA LEBIH CEPAT. Ini rasanya kayak makin dipersulit! Udahnya lambat, masukin kode aktivasi lagi-lagi notifnya tidak valid. Kalo baru daftar buat aktivasi aja sebegini susahnya gimana nanti untuk milih fitur yg tersedia? Mau bikin paspor aja susah banget, heran",1,2022-10-31 05:52:44,"How do you actually make an application? If you are confident in making an application, please make sure that it is easier and not more difficult to use and that the PROCESS is FASTER. This feels like it is getting more difficult! It's already slow, enter the activation code and the notification is invalid. If it's this hard to just register for activation, how will it be to choose the available features? Just making a passport is so difficult, it's surprising"
Aplikasi nya lemot,1,2022-10-31 05:35:43,The application is slow
"Aplikasinya sangat jelek. Mau daftar akun, katanya email tidak valid. Ganti email lain tetap begitu. Tapi kode verifikasi dikirim terus ke email yg kita daftarkan. Mau di masukkan kemana itu kode kalau munculnya email tidak valid terus",1,2022-10-31 05:27:24,"The application is very bad. Want to register an account, it says the email is invalid. Change another email, it's still the same. But the verification code is sent continuously to the email we registered. Where should I enter the code if the email keeps appearing invalid?"
"udah Dateng langsung buat daftar offline, malah disuruh lewat online, dan aplikasinya lemot banget. fix cuan doang ini mah",1,2022-10-31 05:20:01,"I came directly to register offline, but instead I was told to do it online, and the application is really slow. This is just for profit."
Tidak jalan,1,2022-10-31 05:03:28,No way
Menterinya gmn nih???? Payah,1,2022-10-31 04:56:20,What about the minister???? Terrible
Lemot banget,1,2022-10-31 04:43:34,Very slow
Lemot error terus babi,1,2022-10-31 04:31:19,"Slow, constant error, pig"
"Mohon maaf, Kenapa harus server eror, sedangkan kami diperintahkan download apkny sebelum datang ke kantor imigrasi, saya sebagai pemakai aplikasi kecewa, untuk apa aplikasi di download jika tidak digunakan, tolong pihak develover bantu warga indonesia untuk mendaftar. Tujuan aplikasi untuk mempermudah pengguna bukan mempersulit pengguna terimakasih🙏",1,2022-10-31 04:14:34,"Sorry, why should the server error, while we were ordered to download the apk before coming to the immigration office, I as a user of the application am disappointed, why download the application if it is not used, please the developer help Indonesian citizens to register. The purpose of the application is to make it easier for users, not to make it difficult for users, thank you🙏"
"Ga bisa daftar, server error mulu",1,2022-10-31 04:09:14,"Can't register, server error keeps appearing"
Afh iyh,1,2022-10-31 04:09:00,Ouch
Alhamdulillah sangat membantu dan proses cepat 👍🙏,5,2022-10-31 04:04:40,"Alhamdulillah, it really helps and the process is fast 👍🙏"
"Kpd admin yth, tolong server nya diperluas agar tidak terjadi loading yang lama, kegagalan dalam mendaftarkan persyaratan.. ini aplikasi untuk seluruh indonesia, harus nya server nya luas.. Tolong ditinjau, atau diperbaiki secepat nya..",2,2022-10-31 03:40:40,"Dear admin, please expand the server so that there is no long loading, failure to register requirements.. this application is for all of Indonesia, the server should be large.. Please review or fix it as soon as possible.."
"Gila. Developer kelas kementrian, tapi kualitas kelas sampah. Mau verifikasi aj susah banget. Otp berlaku 3 menit, tp buat ganti halaman menuju kolom otp di aplikasinya butuh 5 menit lebih, ya gak bakalan valid lah otp yg dikirim.",1,2022-10-31 03:30:21,"Crazy. Ministry class developer, but trash class quality. Just want to verify is very difficult. OTP is valid for 3 minutes, but to change the page to the OTP column in the application takes more than 5 minutes, so the OTP sent will not be valid."
Aplikasi mpaspor ini tidak ada guna. Sangat lemot sekali. Kalau mau buat aplikasi buat masyarakat harusnya memudahkan bukan dibuat sulit.,1,2022-10-31 03:30:20,"This mpaspor application is useless. It is very slow. If you want to make an application for the community, it should make it easy, not difficult."
"Kalo belom siap untuk go online, mending offline aja. Ini kalo mau offline harus bayar percepatan 1jt. Pelayanan sama harga ga sesuai",1,2022-10-31 03:07:13,"If you are not ready to go online, it is better to go offline. If you want to go offline, you have to pay an acceleration fee of 1 million. The service and price do not match"
Aplikasinya mirip t-rex (kadang bikin aku kesal),1,2022-10-31 03:06:35,The app is like a t-rex (sometimes it annoys me)
"Iya Kak sangat lemot ini aplikasinya. Untuk pengisian kode OTP waktunya 30 detik, sedangkan loadingnya lebih dr 30 detik. Sehingga hrs klik krm ulang kode OTP baru, setelah ada kode OTP baru, waktu loading nya masih lama. Begitu terus dak selesai2. Tp saya akan coba terus Kak, salam sehat selalu ☺️",1,2022-10-31 03:02:53,"Yes, Sis, this application is very slow. To fill in the OTP code, it takes 30 seconds, while loading takes more than 30 seconds. So you have to click resend the new OTP code, after there is a new OTP code, the loading time is still long. It keeps going on and on. But I will keep trying, Sis, stay healthy ☺️"
"Buang buang waktu saja untuk loading aplikasi nya, belum lagi proses pendaftaran dan verifikasi, belum lagi upload foto dan sebagianya , saya udah 2 bulan mengurus pasport sampai sekarang gak bisa.. Seharusnya dgn aplikasi bisa mempermudah proses urusan, tapi ini sebaliknya..Sangat memalukan instansi keimigrasian ini, tolong servernya diperbaiki",1,2022-10-31 03:00:30,"It's a waste of time to load the application, not to mention the registration and verification process, not to mention uploading photos and so on, I've been taking care of my passport for 2 months until now I can't. The application should be able to simplify the process, but this is the opposite. It's very embarrassing for this immigration agency, please fix the server."
"Waaah bener2 bikin greget,,,email invalid terus gak bisa masuk ini gimana mksdnya???udah Dtg langsung gak bisa lagi!!! Gimana siii ini mau nya😭😭😭",1,2022-10-31 02:58:50,"Wow, it's really annoying... the email is invalid and I can't log in. What do you mean by that??? It's already arrived and I can't log in anymore!!! What do you want to do with this?😭😭😭"
Aplikasi yg sama sekali tidak membantu tidak pantas aplikasi milik negara sangat lemot kecewa,1,2022-10-31 02:57:45,"The application is not helpful at all, it is not appropriate for a state-owned application to be very slow, disappointed."
"Aplikasi lemot bgt, mau verifikasi ga bisa""",1,2022-10-31 02:49:40,"The application is very slow, I can't verify"""
Tidak layak. tidak berguna. Menguji kesabaran. Menyita waktu. Cuma muter2 saja. Ruwet boss...,1,2022-10-31 02:26:50,Not worth it. Useless. Testing patience. Time consuming. Just going around and around. Complicated boss...
Gak sungguh dalam bekerja,1,2022-10-31 02:21:03,Not serious about work
Lambat sekali aplikasi nya.. sering ngelake,1,2022-10-31 02:16:37,The application is very slow.. often tiring
"Susah masuk, otp terlalu singkat.....",1,2022-10-31 02:11:07,"Difficult to log in, OTP is too short....."
Luar biasa,5,2022-10-31 02:08:20,Extraordinary
Lelet aman baru mau login langsung kluar aja,1,2022-10-31 02:01:32,"Slow and safe, just want to log in, then log out immediately"
Kenapa surat pengantar kok ga bisa di download ?,1,2022-10-30 18:33:14,Why can't the cover letter be downloaded?
"Ini Sampek kapan error mulu, cmn satu²na aplikasi buat daftar .. udh seminggu perbaikan ga selesai². gajelasss",1,2022-10-30 16:24:46,"Until when will this error continue, only one application is for registration... it's been a week and the repairs haven't been completed. It's unclear"
"ruwet, mau bayar aja sulit,apalagi gratis, ruwet ruwet ruwet",1,2022-10-30 16:19:15,"complicated, it's hard to pay, let alone free, complicated complicated complicated"
Najis aplikasi jelek banget download surat pengantar lemot banget ga respons,1,2022-10-30 15:58:55,"Shit, the application is really bad, downloading the cover letter is really slow, it doesn't respond."
"APLIKASI TOLOL, TEKNISINYA ORANG MAGANG SEMUA",1,2022-10-30 14:39:02,"STUPID APPLICATION, THE TECHNICIANS ARE ALL INTERNSHIP"
Ini saya mau tanya ko susah ya ngatur jadwal temu nya saya udh berkali kali coba,3,2022-10-30 13:37:00,"I want to ask, why is it so difficult to arrange a meeting schedule? I've tried many times."
"Aplikasi GAK BERGUNA SULIT BANGET DI PAKE , GAK PERNAH BENER EROR MULU",1,2022-10-30 11:10:55,"USELESS APPLICATION, VERY DIFFICULT TO USE, NEVER CORRECT, ALWAYS GET ERRORS"
Baik,3,2022-10-30 10:35:46,Good
Segera perbaiki,1,2022-10-30 10:35:27,Fix it immediately
Aplikasinya ga bisa masuk acount,1,2022-10-30 09:03:03,The application can't log into the account
Alamat kantornya susah diakses diaplikasi ini...,1,2022-10-30 08:58:13,The office address is difficult to access on this application...
"Aplikasinya lambat bekerja, responnya juga Lambar bahkan tidak ada respon. Saya udah 1 harian mencoba mendownload surat pengantarnya tapi ga bisa². Udah seharian loh... Tolong bantuannya ini saya bingung banget, malah ini saya buatin punya orang lagi🤦🤦🤦",1,2022-10-30 04:16:50,"The application is slow to work, the response is also slow or even no response. I've been trying to download the cover letter for a day but I can't. It's been a day... Please help me, I'm really confused, I even made this for someone else 🤦🤦🤦"
"Mau sign in, susah Ada aplikasinya tapi tidak bisa di gunakan, payah",1,2022-10-30 01:56:37,"Want to sign in, it's difficult. There is an application but it can't be used, it's useless."
"Loading terus lama banget, begitu dapat nomor antrian billing gak keluar2. Pas billing keluar, waktunya sudah habis, antrian kadaluarsa. Parahh",1,2022-10-30 00:07:20,"Loading takes a long time, once you get the billing queue number it doesn't come out. When the billing comes out, the time is up, the queue has expired. Seriously"
Kualitas aplikasi mencerminkan kualitas pemerintahannya. Kualitas aplikasi .... Ya pasti kualitas pemerintahannya juga .... Begitupun kualitas pejabatnya pasti .... Hanya bermain anggaran,1,2022-10-29 23:59:38,"The quality of the application reflects the quality of the government. The quality of the application .... Of course the quality of the government is also .... So is the quality of the officials, of course .... Only playing with the budget"
"Sangat membantu, terimakasih mas Admin",5,2022-10-29 22:02:47,"Very helpful, thank you Admin"
"Eror mulu, developernya gaji buta atau gk di gaji nih?",1,2022-10-29 17:00:09,"Constant errors, are the developers getting paid blindly or not?"
Aplikasinya bagus banget,5,2022-10-29 11:58:27,The application is very good
Kurang efektiv..bGusnya manual saja cara mendaftar pasport ini..mass mengulangbterus dalam melakukan pendaftaran pasport online.. Ga efektiv.,2,2022-10-29 07:44:29,Not very effective. It would be better to just use the manual method for registering for a passport. People have to keep repeating the process of registering for a passport online. It's not effective.
bintang satu sudah cukup untuk apk ini..,1,2022-10-29 07:33:27,one star is enough for this apk..
Sudah bayar via m.banking BNI tp di prosesnya masih menunggu pembayaran sampai batas wkt nya habis. Gmna itu uang pembayaran yg sudah masuk ? Harus daftar ulang dan bayar ulang lagi kah ?,1,2022-10-29 05:01:32,I have paid via BNI m.banking but the process is still waiting for payment until the time limit runs out. What about the payment money that has been received? Do I have to re-register and pay again?
Pada saat bulan juni bagus dan tidak ada kendala. Ini kenapa sangat lemot sekali server jaringannya. Tolong di tingkatkan.,1,2022-10-29 04:38:10,In June it was good and there were no problems. This is why the network server is so slow. Please improve it.
Jelek.. selalu error,1,2022-10-29 03:02:36,Bad.. always error
"5x coba baru sekarang bisa,lelet sekali.. Eh malah sekarang sudah bayar tapi belum muncul itu update nya..Urusan negara kok ya team IT nya payah gini",1,2022-10-29 01:33:28,"Tried 5 times and now it works, it's so slow... Oh, now I've paid but the update hasn't appeared... Why is it a state matter, the IT team is this bad?"
"Baru Upload foto ktp aja dah gak bisa lanjut, duh parah.",1,2022-10-29 01:24:40,"Just uploading a photo of your ID card and you can't continue, it's too bad."
Tidak bisa log in,1,2022-10-29 01:12:13,Can't log in
INI KENAPA YA SUDAH MELAKUKAN PEMBAYARAN DAN BERHASIL TAPI PAS BUKA APLIKASI NYA LAGI MASIH STATUS MENUNGGU PEMBAYARAN APAKAH APLIKASI INI SCAM?,1,2022-10-29 00:59:56,THIS IS WHY I HAVE ALREADY MADE THE PAYMENT AND IT WAS SUCCESSFUL BUT WHEN I OPEN THE APPLICATION AGAIN THE STATUS IS STILL WAITING FOR PAYMENT. IS THIS APPLICATION A SCAM?
Ntah knpa ini eror apk ya,1,2022-10-28 23:33:10,I don't know why this apk error occurs
"Aplikasi lemot banget, buat daftar saja susahnya minta ampun",1,2022-10-28 22:37:38,"The application is so slow, just registering is incredibly difficult."
"Sungguh sangat mengecewakan, dari awal proses pemuatan data sangat lama dan loading lambat. Meski sudah berhasil masuk ketika klik tombol lain loading lagi dan sering sekali ""server timeout"". Mau ke pembayaranpun juga sama. Bahkan ketika sudah di step terakhir mau unduh surat pengantar di klik berkali-kali tidak juga terunduh, ketika di press back, loading sangat lama untuk masuk kembali. Semoga kedepannya lebih baik.",1,2022-10-28 19:00:36,"It is very disappointing, from the beginning the data loading process is very long and loading is slow. Even though it has been successfully entered when clicking another button it loads again and often ""server timeout"". Wanting to make a payment is also the same. Even when it is in the last step to download the cover letter, it is clicked several times but it still does not download, when pressed back, the loading takes a very long time to re-enter. Hopefully in the future it will be better."
"susah banget masuknya, email aktivasi juga lama masuknya, sekalinya masuk udah kadarluasa. susah akses banget bukan memudahkan",1,2022-10-28 18:52:46,"It's really hard to get in, the activation email takes a long time to get in, and once it does get in, it's already expired. It's really hard to access, not making it easier"
"Lemot, berhasil dan ditolak persyaratan padahal sudah sesuai uang pun hilang",1,2022-10-28 14:39:07,"Slow, successful and rejected requirements even though they are appropriate, money is lost"
"ERROR Terus. Pendaftaran terpusat di Mpaspor, tapi sarananya error terus",1,2022-10-28 14:15:55,"ERROR Keeps On. Registration is centralized in Mpaspor, but the facility keeps on giving errors"
"Mau ngurus paspor disuruh daftar via M-paspor. Tapi aplikasinya lemot banget, mau login aja ga bisa, benar2 menyusahkan orang. Kalau memang belum siap via online, jangam dipaksakan. Tapi kalau memang mau online, kudu banyak melakukan pembenahan dan pengembangan aplikasi.",1,2022-10-28 13:02:34,"Want to take care of a passport, you are asked to register via M-passport. But the application is very slow, you can't even log in, it really makes things difficult for people. If you are not ready to go online, don't force it. But if you really want to go online, you have to do a lot of improvements and application development."
lemot,1,2022-10-28 12:46:15,slow
"STUK BER HARI2 DI TAHAP 7, MENDING VERSI YG TERDAHULU LEBIH GAMPANG, LEBIH CEPET, LEBIH PASTI",1,2022-10-28 12:26:05,"STUK BER DAYS AT LEVEL 7, MEAN THE PREVIOUS VERSION IS EASIER, FASTER, MORE SURE"
Aplikasinya lemot bgt,1,2022-10-28 11:50:38,The application is very slow
Masih saja lemot,1,2022-10-28 11:06:32,Still slow
Anggarannya perlu di tinjau.. aplikasi lemot bgt..,1,2022-10-28 11:04:59,The budget needs to be reviewed.. the application is very slow..
Payah aplikasi ga guna lemot sekali upload aja susahnya minta ampun bahkan mapam hari ttp ndak bisa..malah dimanfaatkan sama oknum untuk buat yang kilat.,1,2022-10-28 10:30:04,"This app is useless, it's so slow, uploading is so hard, it even takes days to upload, but it still doesn't work... even some people take advantage of it to make it faster."
Giliran mw login... Loading lm x.... Giliran sdh slsi pembwtn paspor... Malah dibilang permohonan kadaluarsa dibagian riwayat... Menungguny berhr2 lwt dr online... Terll lambat server dr M-Pasporny....,1,2022-10-28 10:01:21,When it's my turn to log in... Loading lm x.... When it's my turn to finish making a passport... Instead it says the application has expired in the history section... Waiting for hours online... The M-Passport server is very slow...
"Aplikasi ini menyulitkan bukan memudahkan 😥 padahal jaringan baik, kuota baru di isi tp lemot banget 🥺",1,2022-10-28 09:36:35,"This application makes things difficult, not easy 😥 even though the network is good, the quota has just been filled but it's really slow 🥺"
Emosi x pakai app ini sumpah... Udalah lambat macam siput giliran sampai pembayaran malah error trs👎 apa tdk ad solusi yg lain?,1,2022-10-28 09:36:09,"I'm so emotional about using this app, I swear... It's as slow as a snail, when it's my turn to pay, it keeps getting errors👎 Is there no other solution?"
Aplikasi nya kenapa sih masa mau bikin akun lama banget dong!,1,2022-10-28 08:56:51,Why does the application take so long to create an account?
Lemot,1,2022-10-28 08:54:57,Slow
"BISA GILA GW BUKA APLIKASI NYA.. BIKIN DARAH TINGGI MUTER MULU LOADING.... TOLONG LAH PERBAIKI, BIKIN EMOSI BUKA NYA.",1,2022-10-28 08:46:42,"I CAN CRAZY OPEN THE APPLICATION .. MAKES HIGH BLOOD SPILL MULU LOADING .... PLEASE FIX, MAKE EMOTIONS OPEN IT."
good,5,2022-10-28 08:29:46,good
Aplikasi sangat buruk,1,2022-10-28 07:25:49,Very bad app
"Aplikasi nya lemot, pas mau pilih kantor terdekat imigrasi selatpanjang tidak ada, selalu keluar request time out padahal br aply isi data, aplikasinya susah di pakai lemot selemotnya mau pke wifi or jaringan sma sja. Bukan memudahkan pendftran malahan ribet pakai sistem lemot lagi.",1,2022-10-28 06:57:25,"The application is slow, when I want to choose the nearest Selatpanjang immigration office, there is none, it always displays a request time out even though I just applied to fill in the data, the application is difficult to use, it is very slow, even if you want to use wifi or just a SMA network. Instead of making registration easier, it is even more complicated using a slow system."
"Aplikasi eror mulu, perbaiki lah aplikasi nya. Itu di dalam aps ny juga harus ada menu cek kehilangan paspor dll",1,2022-10-28 04:16:06,"The application always errors, fix the application. In the application there should also be a menu to check lost passports etc."
"Tlong lah pemerintah jngn makan duit nya aja, masak sekelas app pasport leletnya minta ampun, kode otp jarak 30 detik, gak mikir blas, setidaknya cari developer yg berkwalitas, pembuat app nya malah gni",1,2022-10-28 03:19:44,"Please, government, don't just eat the money, how can a passport app be so slow, the OTP code takes 30 seconds, it doesn't think at all, at least look for a quality developer, the app maker is like this"
Aplikasi bego,1,2022-10-28 03:05:00,Stupid application
"Sudah 5 hari sejak install ga bisa digunakan, datang ke kantor imigrasi disuruh tunggu aplikasi benar. Mau proses offline ga bisa, katanya hanya utk yg express. Yg pengajuan normal harus lewat aplikasi. Yg berduit aja yg dpt layanan baik.",1,2022-10-28 01:27:37,"It's been 5 days since the installation can't be used, came to the immigration office and was told to wait for the application to be correct. Want to process offline can't, they said it's only for express. Normal applications must be made through the application. Only those with money can get good service."
